"","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75"
"466",1,2,2,3,2,1,3,3,3,3,2,4,1,1,3,4,2,2,2,2,1,5,2,2,2,4,3,3,2,2,2,2,4,2,3,5,1,2,3,3,2,4,1,3,3,2,2,2,5,2,3,7,2,2,3,6,1,2,2,1,1,1,1,1,2,3,2,2,2,4,1,5,3
"467",5,4,6,4,5,2,4,4,5,5,3,5,2,3,5,3,5,4,5,2,4,5,4,3,4,5,4,3,3,4,4,5,5,3,5,5,2,3,5,5,4,5,3,4,5,5,2,3,6,6,4,4,5,3,5,5,3,4,4,3,5,4,3,5,5,3,5,4,2,4,6,4,4
"468",4,5,2,5,6,1,4,4,4,6,5,5,5,3,4,3,5,4,4,3,5,4,4,4,4,5,3,3,4,3,5,5,5,3,4,4,3,2,3,5,4,4,5,3,5,4,3,4,5,6,4,7,3,3,4,5,2,4,4,4,5,3,6,4,4,3,5,3,3,6,5,3,4
"469",2,4,4,6,4,3,4,6,7,7,4,7,7,7,7,1,6,6,6,6,5,2,7,4,7,6,5,5,4,6,4,7,7,5,6,5,3,4,7,7,7,1,7,7,7,3,3,6,4,6,6,7,4,6,7,7,4,6,6,4,7,5,6,7,7,5,7,1,4,7,4,7,7
"470",7,1,7,6,3,5,6,6,7,7,1,6,2,5,7,1,7,7,5,5,7,5,6,4,4,6,7,1,5,7,5,7,7,1,7,5,3,1,7,3,7,4,7,7,7,7,1,3,7,7,5,7,5,5,7,7,5,7,7,6,7,5,7,3,7,1,7,3,2,4,1,7,6
"471",7,6,6,6,7,2,5,7,5,7,5,5,6,4,6,2,6,4,4,2,7,4,4,4,3,7,5,2,5,6,6,6,5,1,5,5,1,1,6,5,4,6,7,2,5,7,1,4,7,5,6,5,6,5,7,7,4,7,5,4,7,2,7,5,1,1,7,1,1,7,6,7,3
"472",4,1,4,4,4,3,4,4,7,4,1,6,2,1,4,2,6,2,4,1,2,6,4,2,2,4,4,1,7,4,7,4,6,1,6,6,3,3,6,2,4,6,4,2,6,6,4,4,4,4,7,7,2,4,6,7,2,7,5,7,4,1,1,1,1,2,4,1,2,4,1,4,4
"473",7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,2,7,7,7,6,7,6,7,6,7,7,7,4,7,7,7,7,7,7,6,6,4,6,5,7,4,1,7,7,6,7,4,7,4,7,7,7,7,7,7,7,4,7,7,7,7,6,5,7,7,2,7,7,3,6,7,7,6
"474",2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,2,6,2,4,4,4,4,4,4,4,5,5,6,4,4,5,1,4,4,4,4,4,4,3,5,3,4,4,4,4,4,4,3,4,6,7,4,5,4,1,5,4,1,3,3,4,3,4,1,4,4,4,4
"475",6,7,4,5,7,4,4,7,5,7,3,5,7,6,5,3,6,5,4,2,6,5,7,5,4,7,5,2,2,6,5,6,6,1,4,5,3,2,4,7,7,4,7,7,5,7,3,4,7,7,4,7,5,5,6,6,1,5,5,3,6,4,7,6,6,1,7,4,3,6,7,6,4
"476",6,6,6,5,6,4,5,6,6,7,5,6,6,3,6,2,6,6,5,4,6,6,6,4,4,6,6,2,6,6,7,7,6,3,5,6,3,3,4,6,6,2,7,7,6,6,5,5,3,6,5,6,6,6,6,6,6,6,6,4,7,5,4,5,6,2,7,7,4,6,3,7,6
"477",2,2,2,6,1,5,7,2,2,2,1,6,2,6,7,2,6,7,6,6,6,5,2,6,6,1,6,2,6,6,6,6,6,6,6,5,2,6,6,2,4,6,6,2,6,2,6,6,2,2,6,2,6,6,6,6,6,7,6,2,6,6,2,2,6,6,6,2,2,3,3,6,6
"478",2,2,6,4,5,1,3,6,2,3,2,6,3,2,5,3,5,2,3,4,4,5,6,2,3,5,1,2,2,3,3,6,5,2,3,4,1,1,4,3,5,2,5,2,4,4,1,2,3,6,1,5,3,3,4,5,2,4,4,2,5,2,3,4,2,1,5,2,1,3,1,6,5
"479",5,2,7,5,4,1,5,6,3,7,6,5,5,5,5,2,7,5,4,2,2,6,5,2,2,4,5,2,2,5,7,6,5,5,4,6,1,1,7,6,2,7,6,1,4,6,3,3,6,5,2,7,2,2,6,7,6,5,5,2,5,6,5,6,1,2,6,1,1,6,7,6,6
"480",4,3,2,6,6,2,4,6,6,5,3,6,5,5,5,4,6,5,5,4,4,6,4,4,5,3,5,2,4,5,6,6,6,3,5,6,4,3,6,4,6,5,6,4,6,6,4,6,3,6,4,6,5,4,6,6,2,6,5,3,6,4,6,4,5,4,6,2,3,6,4,6,6
"481",7,2,6,5,5,1,2,5,3,5,2,5,3,6,3,2,4,4,2,2,3,4,3,1,2,6,1,2,1,5,5,5,2,1,2,2,4,2,3,4,1,2,5,1,2,7,2,2,5,6,1,6,3,4,5,5,2,5,4,2,5,4,5,4,3,1,6,1,1,6,7,3,2
"482",4,4,7,7,7,4,6,7,6,7,4,7,6,6,7,1,7,7,4,7,7,4,7,6,4,7,5,6,7,7,7,6,7,5,7,6,1,4,7,7,6,6,7,6,6,7,4,6,7,5,6,7,7,6,7,7,6,7,6,4,7,7,4,7,7,6,7,7,1,7,4,7,7
"483",4,2,2,5,4,3,3,5,3,4,3,5,4,5,5,1,4,4,4,6,4,5,3,5,4,5,6,4,5,5,4,4,4,6,4,5,4,3,4,4,4,5,6,2,6,3,4,4,5,5,6,6,5,5,6,4,2,4,4,3,6,4,5,4,6,5,5,4,3,5,5,5,5
"484",5,3,5,3,2,3,3,5,5,6,4,5,3,3,5,4,3,3,3,3,4,4,3,5,2,5,5,3,2,2,6,4,3,4,3,4,4,3,4,2,3,3,3,5,5,4,3,5,5,5,4,5,5,4,4,4,5,4,4,4,2,3,3,4,2,3,4,5,3,4,4,2,4
"485",6,6,6,5,6,6,5,5,5,6,3,4,6,6,6,2,6,6,6,4,6,6,4,5,7,6,5,4,5,6,6,6,6,3,6,5,5,5,4,6,3,4,7,4,6,6,5,6,6,6,4,6,4,7,6,6,6,7,6,4,6,6,6,5,4,4,6,4,6,6,5,6,5
"486",6,3,7,7,7,1,1,7,7,7,2,7,6,1,6,6,7,6,6,1,6,6,7,1,1,7,5,1,1,7,7,7,6,1,7,2,1,1,2,7,7,6,7,7,5,6,1,2,7,7,2,7,1,7,7,7,1,5,7,2,7,2,7,6,1,1,7,1,1,7,1,7,5
"487",1,1,5,6,3,1,1,4,3,2,1,6,2,2,3,1,4,2,4,2,2,7,3,4,4,3,3,1,2,4,7,4,6,4,5,5,1,1,3,1,4,4,2,1,4,2,1,4,3,3,3,6,5,4,2,5,4,4,4,2,4,2,1,6,3,1,1,1,1,1,2,2,4
"488",3,2,7,6,6,2,4,5,6,7,3,5,3,5,5,6,6,5,2,2,2,6,6,7,3,7,5,3,5,5,6,6,6,2,6,5,1,3,6,7,5,6,7,7,6,4,1,4,7,6,5,7,6,3,7,7,2,5,5,3,7,5,1,4,6,6,7,6,3,7,2,5,5
"489",5,3,6,6,5,3,3,3,5,5,2,6,2,2,6,3,6,5,5,5,6,5,4,3,5,6,5,3,5,5,4,5,6,3,3,3,2,2,5,6,3,6,6,6,6,6,2,4,3,5,3,7,6,2,6,6,2,5,5,3,6,3,6,3,7,3,7,6,2,6,2,6,6
"490",6,6,7,5,6,4,6,6,5,6,5,6,6,5,6,3,6,6,5,2,6,6,2,5,6,6,5,2,3,6,6,6,3,3,5,5,6,2,6,6,6,6,6,6,6,6,4,6,5,5,4,6,5,6,6,6,2,6,6,4,6,5,6,6,6,3,6,4,4,3,3,6,6
"491",5,4,6,6,7,5,6,7,7,7,5,7,6,5,6,4,6,7,6,5,7,7,6,7,6,7,6,6,7,7,6,7,6,5,7,7,3,5,6,7,6,7,7,7,7,6,4,5,5,7,6,6,7,5,7,7,5,7,7,6,7,5,7,7,7,6,7,5,3,4,3,7,6
"492",5,4,6,5,5,3,4,5,6,6,4,6,5,3,5,5,5,6,5,5,6,6,6,5,4,6,5,4,4,5,5,5,6,3,5,6,2,3,5,5,6,5,6,4,5,6,3,5,5,5,5,6,6,5,6,6,4,6,5,4,6,5,5,3,3,4,6,3,2,6,5,6,5
"493",4,4,4,4,6,2,2,6,6,6,6,4,6,6,5,3,5,6,2,4,6,4,4,2,4,6,3,2,2,4,6,3,5,2,5,4,4,2,6,6,4,4,6,6,6,6,2,2,6,6,2,6,2,4,6,5,2,5,4,4,6,3,3,3,6,2,6,4,2,7,2,6,5
"494",4,2,6,5,6,3,4,4,5,6,2,5,2,3,5,4,5,5,4,2,3,5,6,3,4,6,4,2,5,4,5,5,6,3,5,3,3,2,5,5,5,5,5,6,5,6,2,4,6,5,4,7,3,4,5,6,2,5,4,4,5,2,3,2,5,2,4,4,3,4,4,6,6
"495",3,2,6,7,5,1,5,7,7,6,2,7,2,4,6,1,6,4,6,2,3,6,3,5,4,6,4,5,2,5,5,6,7,6,4,5,3,2,4,7,4,5,5,7,6,4,1,5,3,5,2,7,5,2,6,6,2,6,6,7,6,3,5,4,5,2,7,2,2,4,1,6,6
"496",4,3,6,4,5,2,4,5,7,6,2,5,4,2,5,2,5,5,5,4,4,5,4,5,5,4,7,5,6,6,7,6,4,6,5,4,3,4,2,6,6,3,6,7,6,3,3,5,3,1,4,7,3,5,6,6,4,4,5,2,4,4,4,2,7,5,6,3,4,4,4,4,4
"497",1,1,7,6,4,5,5,7,5,7,3,6,6,7,7,3,7,7,7,6,7,6,1,5,7,7,5,7,3,5,7,7,6,4,6,7,2,5,7,7,7,1,7,7,6,7,2,5,3,6,4,7,6,6,7,7,7,7,7,1,7,6,2,3,7,7,7,2,6,7,1,7,6
"498",5,4,4,5,4,2,2,5,4,6,4,5,3,4,5,4,5,4,4,2,5,5,6,4,5,4,5,3,4,5,4,4,5,2,5,5,3,2,5,5,5,5,5,4,5,6,2,3,5,6,3,6,5,4,5,6,1,4,5,4,5,3,5,5,5,2,5,3,2,5,2,5,4
"499",6,3,6,6,6,2,6,5,6,6,3,6,5,6,6,3,6,6,6,2,6,5,3,6,5,5,5,6,5,6,6,6,6,5,6,5,2,4,5,6,6,5,6,3,5,3,6,5,2,3,5,5,6,6,6,6,5,6,6,4,7,5,6,6,5,6,6,2,2,6,5,6,5
"500",4,4,7,7,6,1,4,7,4,7,1,4,1,2,6,2,5,5,1,6,7,7,7,4,4,7,4,1,1,5,6,7,7,1,7,5,1,1,4,7,7,7,7,2,6,7,1,5,7,6,1,7,2,4,7,4,1,4,6,1,7,5,7,7,1,1,7,1,1,7,1,7,4
"501",7,7,7,5,7,4,3,3,5,7,6,5,3,2,5,3,5,3,4,3,4,5,5,5,3,6,3,1,5,4,4,4,6,1,4,3,4,3,4,7,4,5,7,5,5,6,1,3,6,7,3,5,5,5,5,5,2,5,5,3,6,2,5,4,5,3,7,3,3,5,3,5,3
"502",4,2,7,7,7,4,4,7,4,7,1,7,7,6,7,2,7,7,7,1,7,7,1,4,7,7,4,1,1,5,7,7,7,4,6,6,2,4,4,4,2,7,7,4,7,7,1,4,1,7,1,7,6,4,7,7,4,7,7,4,7,7,7,7,7,1,7,2,2,7,4,7,7
"503",2,4,6,6,5,2,2,4,5,6,3,6,2,2,4,3,5,4,5,2,3,6,6,2,4,6,3,5,3,5,5,4,5,4,2,4,2,2,6,6,4,4,2,4,5,6,2,3,3,4,3,7,5,2,5,5,2,5,4,2,3,3,2,4,4,1,4,2,2,5,2,5,4
"504",4,3,2,5,6,5,6,7,6,5,3,5,6,6,6,3,5,5,5,5,3,5,5,5,4,2,3,3,4,5,6,7,5,5,4,5,2,6,5,3,2,6,5,4,4,3,5,5,3,6,3,7,3,6,6,6,5,5,4,3,4,5,4,3,6,3,6,4,3,4,6,6,5
"505",6,2,7,6,7,2,5,6,6,6,2,7,2,3,5,3,6,5,5,5,6,6,3,4,5,7,6,2,5,6,7,6,6,1,6,7,1,2,6,5,5,2,7,2,6,6,3,6,2,3,5,6,5,7,7,6,5,6,6,2,6,6,6,3,6,2,6,3,1,2,6,7,5
"506",3,4,6,6,4,3,5,5,4,7,4,5,2,4,7,2,6,7,4,2,6,4,7,4,4,7,3,1,3,7,6,6,6,2,6,5,2,3,3,7,7,7,6,7,6,6,2,3,6,6,4,6,7,4,7,7,1,4,6,6,6,2,3,6,6,2,7,4,1,7,2,7,4
"507",6,1,5,3,5,5,5,6,6,6,4,4,2,2,6,3,7,6,5,5,6,5,6,2,5,6,5,2,5,5,6,7,5,2,7,5,2,3,5,4,3,3,6,4,7,7,2,5,5,5,5,7,4,5,6,7,4,7,5,5,6,2,3,4,6,7,6,3,3,6,6,7,5
"508",4,2,4,6,6,3,6,5,6,7,2,7,2,4,6,2,6,5,5,6,5,6,6,4,3,6,6,5,6,5,6,6,6,3,3,6,2,3,6,6,6,6,6,4,6,6,2,5,3,6,5,5,6,5,7,7,3,5,5,4,7,4,5,3,6,5,7,3,2,5,1,7,5
"509",3,6,5,5,6,4,4,5,4,7,7,4,2,4,5,5,6,4,4,4,4,4,4,3,4,6,5,5,4,5,6,6,4,5,6,5,1,1,4,6,4,6,5,3,5,4,3,4,4,4,5,7,4,5,6,7,3,4,5,4,4,4,2,4,2,5,6,4,4,4,1,5,4
"510",4,3,7,5,5,1,3,7,4,7,3,6,4,7,5,4,5,4,6,4,7,5,3,4,3,6,4,5,3,4,6,6,5,3,4,5,2,4,4,3,5,4,7,4,4,6,5,4,2,7,2,7,7,5,7,7,4,5,5,2,5,5,7,7,6,1,7,2,1,7,1,7,4
"511",2,1,6,6,7,1,5,4,7,7,1,7,1,3,7,7,6,6,4,2,7,6,5,3,6,6,6,2,5,7,7,7,7,4,6,5,1,2,4,7,5,4,7,3,7,7,1,5,2,7,4,7,5,7,7,7,3,7,7,4,7,4,6,7,2,1,7,2,1,6,5,7,6
"512",3,4,6,6,6,3,2,2,4,7,2,5,3,2,5,5,4,3,5,4,5,4,6,5,2,7,3,1,4,5,4,6,6,1,4,4,3,1,5,7,5,5,6,6,5,6,1,1,7,4,5,4,7,5,5,5,2,5,5,6,6,1,3,3,6,2,5,4,3,6,5,7,6
"513",3,3,5,3,4,1,4,5,3,4,3,4,3,3,4,3,5,4,4,3,5,5,3,3,3,5,5,5,3,4,5,4,4,4,3,4,4,1,5,3,3,3,5,4,4,3,3,5,3,5,3,4,5,4,3,5,3,4,4,4,4,4,3,3,4,3,4,3,5,4,3,5,3
"514",6,2,6,2,3,2,2,3,2,3,2,3,2,2,3,6,3,2,2,2,2,6,6,2,2,5,2,2,2,2,3,2,2,2,5,2,2,2,2,2,5,5,6,2,2,6,2,2,4,3,2,5,2,2,2,6,2,5,5,3,6,2,6,2,2,2,6,2,2,3,2,5,2
"515",3,6,3,6,4,5,5,6,7,6,2,6,3,2,6,2,7,5,6,5,3,6,6,5,4,6,6,6,6,4,5,6,6,4,6,5,4,4,6,6,5,6,6,3,6,6,2,2,5,7,6,7,2,4,6,6,2,4,6,4,5,3,1,3,6,3,6,2,3,7,2,6,2
"516",6,5,6,5,5,2,4,6,6,6,5,5,5,5,6,3,5,5,5,3,6,4,3,3,5,5,5,2,5,5,6,5,6,3,6,5,2,2,3,5,3,6,6,6,5,6,3,5,6,6,4,6,3,4,5,6,3,5,5,4,6,4,6,6,3,2,6,2,2,6,3,5,4
"517",5,7,7,6,7,6,5,7,7,7,7,7,5,5,7,2,6,7,6,6,6,6,7,5,6,7,7,3,7,6,7,6,6,2,6,7,5,5,6,6,6,7,7,3,7,7,2,6,3,7,6,7,6,5,7,7,4,6,6,5,6,5,7,7,4,5,7,3,4,7,3,7,6
"518",1,4,6,4,5,2,4,5,4,5,5,5,3,3,3,3,4,4,4,2,3,5,6,4,5,6,3,1,1,5,4,4,6,3,4,3,1,4,2,6,4,4,4,3,4,5,1,2,6,4,4,7,2,3,4,4,4,4,5,5,5,4,2,5,3,1,4,3,1,4,2,5,4
"519",4,5,4,7,4,3,5,6,7,7,6,7,6,2,6,2,6,6,6,1,4,6,1,5,4,7,5,2,5,6,5,6,7,2,6,6,2,4,5,7,6,4,7,4,6,7,2,4,4,7,6,6,5,5,7,7,4,5,6,4,6,5,4,6,4,2,7,4,2,7,2,7,6
"520",3,4,2,4,3,5,4,3,3,3,3,6,1,4,3,4,5,4,5,5,3,4,3,5,4,3,2,4,4,5,6,5,6,5,4,5,2,5,6,3,3,5,4,6,4,1,6,5,3,3,7,3,5,6,5,4,4,5,4,2,6,6,5,4,3,6,3,2,3,3,4,6,5
"521",6,5,7,6,6,2,6,6,6,6,6,6,6,5,6,6,6,6,5,2,6,6,6,4,2,6,5,2,3,6,6,6,6,2,6,5,5,5,3,6,6,6,6,6,5,6,5,6,5,6,3,6,7,6,7,7,6,6,6,3,6,6,6,5,5,2,6,3,2,6,6,6,2
"522",2,2,5,6,3,1,2,4,5,6,2,6,3,1,4,3,5,3,4,1,1,4,6,4,4,4,6,1,6,5,5,5,6,2,4,5,2,1,6,6,6,6,7,4,5,6,1,3,4,6,5,6,6,2,6,7,1,5,5,6,7,4,1,2,7,1,7,3,2,6,1,7,2
"523",2,2,3,5,6,2,2,4,4,3,5,5,4,4,4,3,6,5,5,6,5,6,4,6,2,2,3,3,3,4,7,4,3,3,5,5,1,3,1,5,6,5,2,3,3,6,6,6,4,3,6,5,6,5,2,4,5,5,4,3,5,3,5,2,5,3,5,6,3,3,2,3,4
"524",7,3,7,3,7,2,7,6,6,7,4,6,6,3,6,6,7,6,5,4,6,6,5,2,6,7,4,2,7,7,5,7,6,2,6,5,2,2,6,6,3,7,7,4,7,5,4,4,6,7,4,7,3,4,7,7,4,7,7,3,7,3,3,6,4,3,7,4,7,6,4,6,5
"525",4,3,5,4,5,5,4,5,5,5,3,4,4,4,5,2,5,5,4,5,4,4,4,4,4,5,5,4,4,4,5,4,5,3,5,4,4,2,5,5,4,3,6,5,6,5,3,4,3,5,5,6,5,4,5,6,4,5,5,4,5,4,4,5,5,4,5,4,3,5,3,4,5
"526",3,2,5,5,3,2,5,5,5,3,2,5,3,4,5,3,5,3,6,3,4,5,4,4,3,3,4,4,5,5,6,6,6,5,5,3,2,4,4,5,3,3,6,6,5,3,3,3,2,4,4,6,6,2,6,6,3,5,5,4,6,4,3,3,6,5,6,4,2,5,3,5,4
"527",7,4,7,6,6,5,6,7,5,7,5,7,7,5,6,3,5,7,6,1,7,5,5,4,6,7,5,4,6,6,6,6,6,4,6,6,6,4,5,7,6,6,7,6,7,7,4,6,7,7,1,6,6,5,7,7,5,7,7,6,7,6,7,7,6,4,7,4,7,7,7,7,6
"528",4,4,4,4,3,4,5,4,2,3,3,5,4,4,4,3,5,4,5,4,4,4,4,5,4,3,4,3,5,5,6,7,4,6,5,5,3,5,4,6,4,4,5,4,4,3,4,4,5,4,6,2,5,4,4,4,6,4,5,4,4,4,4,3,5,4,6,3,4,3,6,5,4
"529",6,6,7,2,5,3,5,7,7,7,2,6,7,3,6,4,7,6,4,5,7,5,2,6,6,7,5,3,6,7,4,6,6,2,5,6,2,4,6,7,2,6,7,7,6,6,2,5,6,7,6,7,4,3,6,7,4,4,6,7,6,2,5,3,7,2,7,6,3,6,6,6,4
"530",1,5,6,7,7,3,2,5,5,7,3,6,1,3,5,7,7,4,2,3,1,5,7,4,3,7,5,2,5,5,6,6,7,1,6,5,3,4,3,7,7,6,6,7,5,3,2,5,5,5,3,7,7,5,7,6,1,5,3,7,3,3,1,6,7,2,7,7,3,7,1,7,2
"531",6,3,6,5,6,2,5,6,5,7,2,5,3,2,6,6,6,5,5,2,7,6,2,3,5,6,2,1,1,5,6,6,6,2,5,5,3,5,5,7,6,5,7,3,6,6,1,5,7,7,2,6,5,3,5,6,1,5,5,5,6,3,7,6,3,3,7,2,3,7,2,5,5
"532",7,2,6,5,3,2,1,5,7,7,1,5,4,4,4,2,5,4,4,3,7,5,2,3,5,6,6,2,4,4,4,4,6,2,4,5,3,1,6,6,1,1,7,4,7,6,1,3,3,6,4,7,3,2,7,7,1,4,4,4,6,1,7,5,4,2,7,2,2,7,1,7,7
"533",4,6,6,6,7,4,5,6,7,6,7,6,3,4,5,2,6,6,5,2,6,5,3,3,5,7,6,4,5,5,6,6,6,4,6,5,3,4,4,6,3,2,6,4,6,6,4,4,3,7,6,7,4,5,6,6,4,6,7,4,6,5,6,5,6,2,6,4,2,5,5,6,5
"534",6,5,6,5,5,2,6,6,6,6,5,5,5,5,6,3,5,5,5,3,6,6,5,5,5,6,5,3,3,5,5,6,6,3,5,5,4,5,6,6,3,6,6,3,6,6,3,5,6,6,3,6,3,5,6,6,5,5,5,4,6,5,6,5,3,3,6,3,3,6,5,6,5
"535",5,4,4,5,5,1,4,7,7,5,4,6,5,4,6,3,6,5,6,3,7,7,3,4,5,5,5,3,2,5,7,6,6,3,6,6,2,1,4,5,5,6,7,6,5,6,3,5,4,5,2,7,5,5,7,7,5,4,5,4,7,5,5,6,5,3,7,6,3,5,4,6,5
"536",2,4,3,4,5,6,5,5,5,5,6,5,5,5,6,3,5,5,5,5,5,5,2,6,5,6,4,3,2,7,6,6,6,4,6,6,4,5,5,5,2,2,6,4,5,2,5,6,3,6,5,6,3,5,5,5,4,4,6,4,6,3,3,6,3,4,6,3,3,3,5,4,5
"537",7,3,7,7,5,7,7,7,7,5,1,7,6,7,7,2,7,2,7,5,7,6,2,1,2,7,5,2,7,7,6,6,5,3,7,6,3,1,7,7,2,3,7,5,7,7,1,7,2,7,3,6,7,6,7,7,6,7,7,1,7,3,6,3,6,3,3,3,2,7,3,7,7
"538",2,2,7,4,5,2,4,5,4,6,1,5,2,2,5,2,6,4,4,2,3,6,3,2,4,6,5,1,4,5,6,6,6,2,6,6,2,2,6,5,4,5,6,7,5,5,1,4,4,5,2,5,7,4,6,6,5,6,5,4,6,3,3,5,5,1,6,3,2,4,1,6,4
"539",7,3,7,7,7,5,4,7,7,7,2,7,6,5,7,3,7,6,5,3,7,5,6,2,5,7,7,1,6,6,7,7,5,2,5,6,2,3,7,7,5,7,7,7,7,7,3,4,7,7,6,7,6,3,7,7,5,5,6,7,7,3,7,7,7,1,7,7,2,3,5,7,7
"540",5,7,6,5,6,3,6,6,6,6,6,6,6,3,6,2,6,5,6,6,6,6,6,5,6,6,6,6,7,6,6,6,6,6,6,5,2,2,6,6,6,6,7,5,7,6,5,6,6,6,6,7,3,5,6,6,2,6,6,3,6,5,3,6,3,6,6,3,6,6,2,6,5
"541",2,1,5,4,3,3,3,5,4,4,1,4,4,4,4,2,4,3,4,4,2,4,4,4,4,4,4,3,4,5,4,4,4,3,5,4,1,4,5,5,4,4,4,1,4,4,4,3,5,2,4,5,3,3,5,4,1,4,4,3,6,4,4,3,4,2,5,3,4,4,1,4,4
"542",2,6,5,5,5,4,5,4,4,3,3,5,4,4,6,3,6,5,5,4,2,3,5,5,5,5,6,6,5,5,6,2,6,5,4,6,2,5,3,3,5,4,2,3,3,2,5,5,2,3,5,6,5,4,4,6,4,5,6,5,5,6,3,3,6,4,3,5,5,3,2,5,5
"543",6,4,6,5,5,4,6,5,6,6,3,5,3,4,5,3,6,5,4,4,6,5,4,4,5,6,5,3,5,5,6,6,5,5,6,5,3,2,5,5,3,6,7,6,6,6,3,5,3,7,5,7,4,5,5,6,4,6,5,5,6,5,5,5,5,5,6,5,3,5,5,6,4
"544",5,5,6,5,5,5,4,5,5,5,3,5,6,5,5,3,5,6,6,4,3,5,6,4,5,3,5,3,2,5,5,6,5,4,2,4,4,4,5,6,5,4,5,3,3,5,3,3,5,5,2,5,5,5,5,5,3,5,5,3,5,4,3,5,5,3,5,5,5,6,5,5,5
"545",6,2,6,7,6,2,7,6,6,6,3,7,7,4,6,2,6,6,6,1,6,6,6,3,6,6,6,2,2,6,6,6,6,2,6,5,2,1,5,5,6,6,7,1,7,7,3,6,6,6,2,6,2,6,6,2,6,6,6,5,6,5,7,7,3,2,7,2,2,6,7,6,7
"546",1,7,4,7,6,6,7,7,4,7,7,6,7,1,7,3,7,7,7,5,1,7,3,7,1,6,6,7,4,7,7,7,6,7,7,5,2,4,1,7,4,6,4,1,4,3,7,7,2,7,4,7,6,7,7,7,7,5,7,1,7,7,1,3,4,4,7,2,2,7,7,7,7
"547",4,4,4,4,4,4,2,4,4,4,2,4,2,4,6,4,4,4,3,2,2,4,4,2,4,4,3,2,3,4,4,4,4,2,4,4,4,4,4,4,4,5,4,4,5,6,2,3,4,5,4,6,4,4,5,5,3,4,4,4,3,3,3,4,5,2,4,4,4,4,1,5,4
"549",5,3,6,5,6,3,3,5,6,2,3,6,5,6,3,3,6,6,5,3,3,5,3,5,5,6,6,6,5,6,7,5,5,3,5,5,2,3,6,6,3,3,6,5,6,5,3,5,3,6,6,6,3,3,5,5,5,6,5,5,5,5,5,6,6,6,6,5,3,6,5,6,3
"550",4,5,5,5,5,4,5,6,6,6,4,5,6,4,5,2,5,5,5,5,4,5,4,5,5,5,5,3,4,6,5,6,5,4,5,5,3,3,4,5,5,3,6,4,5,4,3,5,4,4,5,5,4,5,5,5,4,5,5,2,6,5,4,5,4,4,5,3,4,4,4,6,5
"551",5,5,6,6,5,2,4,5,5,5,3,5,3,3,5,3,5,5,4,3,5,5,3,4,3,5,5,2,3,5,6,5,5,3,5,5,2,3,5,5,3,5,6,3,4,5,5,4,4,5,3,5,4,5,6,6,4,5,5,3,5,3,5,5,3,2,6,3,3,3,2,5,5
"552",5,7,7,4,7,3,1,7,7,7,6,5,3,1,7,1,5,4,4,1,4,6,1,4,4,7,4,1,4,6,5,6,7,2,6,3,1,1,7,7,3,7,7,4,6,7,3,1,7,7,4,7,3,1,7,7,3,4,5,3,7,2,3,3,7,1,7,4,1,7,1,7,7
"553",2,2,2,4,3,1,3,3,3,5,5,4,3,2,5,6,4,2,5,2,2,4,6,2,2,4,1,2,2,3,6,4,5,2,4,6,1,1,3,6,6,4,3,1,3,7,1,2,2,6,1,4,7,2,5,5,2,3,5,5,5,3,1,5,1,2,5,1,1,5,1,6,5
"554",3,3,4,6,6,4,5,5,6,5,5,4,3,4,4,1,4,6,4,4,3,6,4,6,5,7,5,6,4,6,5,6,4,5,6,3,5,4,5,3,5,4,3,4,5,4,6,4,2,3,4,5,4,5,6,5,5,5,6,3,5,7,6,5,5,6,2,4,3,5,3,3,6
"555",3,2,6,6,2,1,3,6,5,6,2,6,2,6,6,6,6,5,5,2,6,6,6,3,4,6,5,2,3,3,6,6,6,2,5,5,1,2,6,6,6,6,6,6,6,6,2,2,3,5,2,3,5,2,5,6,3,5,3,4,6,5,5,6,5,3,6,6,2,6,2,6,5
"556",6,4,6,6,6,5,4,6,7,7,5,6,5,5,6,4,6,5,6,4,6,4,2,3,5,6,6,4,5,5,5,5,6,3,5,6,3,4,6,7,3,5,6,4,6,4,4,5,4,6,5,5,6,5,6,6,4,5,6,2,6,4,5,6,6,2,7,3,4,7,3,6,5
"557",6,2,5,3,5,3,3,5,2,3,2,3,2,4,2,4,5,3,3,3,3,3,5,3,4,2,4,2,3,3,2,5,2,3,2,6,6,3,2,3,3,2,3,3,3,5,4,3,4,5,3,5,3,2,5,3,3,3,5,6,6,3,3,3,3,3,5,5,5,4,2,3,6
